3050_MR_POPPERS_PENGUINS_00.26.46.013-00.26.48.666	00.26.46.013	00.26.48.666	00.26.46.013	00.26.48.666	A third nips at SOMEONE's leg.
3050_MR_POPPERS_PENGUINS_00.26.51.832-00.26.54.562	00.26.51.832	00.26.54.562	00.26.51.832	00.26.54.562	A fourth lifts its rear.
3050_MR_POPPERS_PENGUINS_00.26.55.991-00.26.59.524	00.26.55.991	00.26.59.524	00.26.55.991	00.26.59.524	A fifth nestles SOMEONE's leg.
3050_MR_POPPERS_PENGUINS_00.27.05.021-00.27.06.342	00.27.05.021	00.27.06.342	00.27.04.682	00.27.06.682	They see the sixth bird running into a wall.
3050_MR_POPPERS_PENGUINS_00.27.06.042-00.27.10.074	00.27.06.042	00.27.10.074	00.27.06.042	00.27.10.074	It stumbles back, then does it two more times.
3050_MR_POPPERS_PENGUINS_00.27.44.879-00.27.47.669	00.27.44.879	00.27.47.669	00.27.44.879	00.27.47.669	SOMEONE's eyes widen.
3050_MR_POPPERS_PENGUINS_00.27.52.532-00.27.54.365	00.27.52.532	00.27.54.365	00.27.52.449	00.27.54.449	She touches his arm.
3050_MR_POPPERS_PENGUINS_00.27.55.641-00.27.58.603	00.27.55.641	00.27.58.603	00.27.55.641	00.27.58.603	She nods skeptically.
3050_MR_POPPERS_PENGUINS_00.28.02.191-00.28.07.995	00.28.02.191	00.28.07.995	00.28.02.191	00.28.07.995	SOMEONE chases a penguin out of the room.
3050_MR_POPPERS_PENGUINS_00.28.02.191-00.28.05.410	00.28.02.191	00.28.05.410	00.28.02.191	00.28.05.410	His sister and the other birds follow.
3050_MR_POPPERS_PENGUINS_00.28.14.175-00.28.15.598	00.28.14.175	00.28.15.598	00.28.13.887	00.28.15.887	In the kitchen.
3050_MR_POPPERS_PENGUINS_00.28.15.698-00.28.21.365	00.28.15.698	00.28.21.365	00.28.15.698	00.28.21.365	two penguins nuzzle in a refrigerator drawer.
3050_MR_POPPERS_PENGUINS_00.28.27.376-00.28.38.665	00.28.27.376	00.28.38.665	00.28.27.376	00.28.38.665	SOMEONE cracks open the door.
3050_MR_POPPERS_PENGUINS_00.28.38.765-00.28.41.010	00.28.38.765	00.28.41.010	00.28.38.765	00.28.41.010	He spots one.
3050_MR_POPPERS_PENGUINS_00.28.49.039-00.28.54.302	00.28.49.039	00.28.54.302	00.28.49.039	00.28.54.302	He points at the cake, then backs into the hall.
3050_MR_POPPERS_PENGUINS_00.29.29.015-00.29.41.372	00.29.29.015	00.29.41.372	00.29.29.015	00.29.41.372	As SOMEONE heads back inside, SOMEONE makes a call.
3050_MR_POPPERS_PENGUINS_00.29.41.472-00.29.45.123	00.29.41.472	00.29.45.123	00.29.41.472	00.29.45.123	In the apartment.
3050_MR_POPPERS_PENGUINS_00.30.17.364-00.30.21.502	00.30.17.364	00.30.21.502	00.30.17.364	00.30.21.502	as SOMEONE hugs his father, the penguins gather at SOMEONE's legs.
3050_MR_POPPERS_PENGUINS_00.30.21.602-00.30.24.451	00.30.21.602	00.30.24.451	00.30.21.602	00.30.24.451	Joining them, Nimrod trips.
3050_MR_POPPERS_PENGUINS_00.30.24.551-00.30.25.829	00.30.24.551	00.30.25.829	00.30.24.190	00.30.26.190	Later, a cab pulls up outside.
3050_MR_POPPERS_PENGUINS_00.30.25.929-00.30.29.711	00.30.25.929	00.30.29.711	00.30.25.929	00.30.29.711	To SOMEONE.
3050_MR_POPPERS_PENGUINS_00.30.32.980-00.30.34.985	00.30.32.980	00.30.34.985	00.30.32.980	00.30.34.985	She hits him playfully.
3050_MR_POPPERS_PENGUINS_00.30.37.067-00.30.40.473	00.30.37.067	00.30.40.473	00.30.37.067	00.30.40.473	SOMEONE hugs him, then climbs into the cab.
3050_MR_POPPERS_PENGUINS_00.30.40.573-00.30.41.164	00.30.40.573	00.30.41.164	00.30.39.869	00.30.41.869	His mother smiles at her ex.
3050_MR_POPPERS_PENGUINS_00.30.41.264-00.30.49.159	00.30.41.264	00.30.49.159	00.30.41.264	00.30.49.159	She enters the cab and it drives off.
3050_MR_POPPERS_PENGUINS_00.30.49.359-00.30.52.424	00.30.49.359	00.30.52.424	00.30.49.359	00.30.52.424	SOMEONE grins at a passing man.
3050_MR_POPPERS_PENGUINS_00.30.56.007-00.31.06.605	00.30.56.007	00.31.06.605	00.30.56.007	00.31.06.605	SOMEONE lies awake in bed, his eyes wide.
3050_MR_POPPERS_PENGUINS_00.31.07.183-00.31.11.415	00.31.07.183	00.31.11.415	00.31.07.183	00.31.11.415	Downstairs the penguins run in circles.
3050_MR_POPPERS_PENGUINS_00.31.11.515-00.31.14.360	00.31.11.515	00.31.14.360	00.31.11.515	00.31.14.360	They see SOMEONE on the staircase landing.
3050_MR_POPPERS_PENGUINS_00.31.14.460-00.31.21.475	00.31.14.460	00.31.21.475	00.31.14.460	00.31.21.475	He glares, then starts to walk away.
3050_MR_POPPERS_PENGUINS_00.31.21.575-00.31.23.878	00.31.21.575	00.31.23.878	00.31.21.575	00.31.23.878	He gives a crazed look.
3050_MR_POPPERS_PENGUINS_00.31.23.978-00.31.28.582	00.31.23.978	00.31.28.582	00.31.23.978	00.31.28.582	SOMEONE slaps off his alarm.
3050_MR_POPPERS_PENGUINS_00.31.28.701-00.31.31.286	00.31.28.701	00.31.31.286	00.31.28.701	00.31.31.286	then frowns at a sleeping penguin with its head against his arm.
3050_MR_POPPERS_PENGUINS_00.31.31.382-00.31.35.951	00.31.31.382	00.31.35.951	00.31.31.382	00.31.35.951	He finds all of the birds in his bed.
3050_MR_POPPERS_PENGUINS_00.31.36.051-00.31.36.851	00.31.36.051	00.31.36.851	00.31.35.451	00.31.37.451	As Stinky's tail feathers rise and fall on Nimrod's face.
3050_MR_POPPERS_PENGUINS_00.31.36.951-00.31.40.465	00.31.36.951	00.31.40.465	00.31.36.951	00.31.40.465	the bird tries to shake them away, but rolls off the bed.
3050_MR_POPPERS_PENGUINS_00.31.40.565-00.31.44.811	00.31.40.565	00.31.44.811	00.31.40.565	00.31.44.811	Now in the kitchen, SOMEONE makes espresso.
3050_MR_POPPERS_PENGUINS_00.31.44.911-00.31.45.912	00.31.44.911	00.31.45.912	00.31.44.412	00.31.46.412	The penguins crowd him.
3050_MR_POPPERS_PENGUINS_00.31.49.841-00.31.51.724	00.31.49.841	00.31.51.724	00.31.49.783	00.31.51.783	As he stows a wine bottle, Bitey nips him.
3050_MR_POPPERS_PENGUINS_00.31.51.824-00.31.55.231	00.31.51.824	00.31.55.231	00.31.51.824	00.31.55.231	He spills his espresso.
3050_MR_POPPERS_PENGUINS_00.31.55.331-00.31.55.831	00.31.55.331	00.31.55.831	00.31.54.581	00.31.56.581	A penguin pecks at a remote.
3050_MR_POPPERS_PENGUINS_00.31.55.931-00.31.57.806	00.31.55.931	00.31.57.806	00.31.55.869	00.31.57.869	The bird hits buttons with its beak.
3050_MR_POPPERS_PENGUINS_00.32.00.195-00.32.01.544	00.32.00.195	00.32.01.544	00.31.59.870	00.32.01.870	and the TV turns on.
3050_MR_POPPERS_PENGUINS_00.32.01.644-00.32.04.666	00.32.01.644	00.32.04.666	00.32.01.644	00.32.04.666	As the penguins move closer.
3050_MR_POPPERS_PENGUINS_00.32.04.766-00.32.09.728	00.32.04.766	00.32.09.728	00.32.04.766	00.32.09.728	SOMEONE follows and sees SOMEONE SOMEONE walking like a penguin.
3050_MR_POPPERS_PENGUINS_00.32.09.828-00.32.13.373	00.32.09.828	00.32.13.373	00.32.09.828	00.32.13.373	One penguin waddles, then turns imitating SOMEONE.
3050_MR_POPPERS_PENGUINS_00.32.13.473-00.32.17.480	00.32.13.473	00.32.17.480	00.32.13.473	00.32.17.480	He gives a thoughtful look.
3050_MR_POPPERS_PENGUINS_00.32.19.583-00.32.22.705	00.32.19.583	00.32.22.705	00.32.19.583	00.32.22.705	Now wearing his suit and jacket, he passes the living room.
3050_MR_POPPERS_PENGUINS_00.32.22.805-00.32.25.335	00.32.22.805	00.32.25.335	00.32.22.805	00.32.25.335	and finds the penguins still mesmerized by SOMEONE.
3050_MR_POPPERS_PENGUINS_00.32.25.450-00.32.29.012	00.32.25.450	00.32.29.012	00.32.25.450	00.32.29.012	He leaves.
3050_MR_POPPERS_PENGUINS_00.32.32.786-00.32.34.672	00.32.32.786	00.32.34.672	00.32.32.729	00.32.34.729	Now at work, he and SOMEONE hurry up a staircase.
3050_MR_POPPERS_PENGUINS_00.32.48.627-00.32.50.957	00.32.48.627	00.32.50.957	00.32.48.627	00.32.50.957	SOMEONE hands him an invite.
3050_MR_POPPERS_PENGUINS_00.32.55.463-00.32.57.413	00.32.55.463	00.32.57.413	00.32.55.438	00.32.57.438	He grins.
3050_MR_POPPERS_PENGUINS_00.33.18.338-00.33.19.553	00.33.18.338	00.33.19.553	00.33.17.946	00.33.19.946	His bosses leave.
3050_MR_POPPERS_PENGUINS_00.33.29.203-00.33.39.585	00.33.29.203	00.33.39.585	00.33.29.203	00.33.39.585	She reads.
3050_MR_POPPERS_PENGUINS_00.33.45.032-00.33.49.038	00.33.45.032	00.33.49.038	00.33.45.032	00.33.49.038	He reads from the printout.
3050_MR_POPPERS_PENGUINS_00.33.57.966-00.34.01.528	00.33.57.966	00.34.01.528	00.33.57.966	00.34.01.528	At home, SOMEONE keeps his balcony doors open.
3050_MR_POPPERS_PENGUINS_00.34.01.627-00.34.06.628	00.34.01.627	00.34.06.628	00.34.01.627	00.34.06.628	He wears his coat as he feeds the penguins.
3050_MR_POPPERS_PENGUINS_00.34.06.728-00.34.09.855	00.34.06.728	00.34.09.855	00.34.06.728	00.34.09.855	His kids arrive.
3050_MR_POPPERS_PENGUINS_00.34.32.787-00.34.34.390	00.34.32.787	00.34.34.390	00.34.32.589	00.34.34.589	Now at the park.
3050_MR_POPPERS_PENGUINS_00.34.34.490-00.34.36.215	00.34.34.490	00.34.36.215	00.34.34.353	00.34.36.353	SOMEONE kicks a soccer ball.
3050_MR_POPPERS_PENGUINS_00.34.36.315-00.34.38.405	00.34.36.315	00.34.38.405	00.34.36.315	00.34.38.405	while SOMEONE sits with SOMEONE on a bench.
3050_MR_POPPERS_PENGUINS_00.34.38.505-00.34.42.441	00.34.38.505	00.34.42.441	00.34.38.505	00.34.42.441	The penguins crowd him.
3050_MR_POPPERS_PENGUINS_00.34.42.541-00.34.46.398	00.34.42.541	00.34.46.398	00.34.42.541	00.34.46.398	As he waves, the penguins take a step back.
3050_MR_POPPERS_PENGUINS_00.34.47.783-00.34.49.442	00.34.47.783	00.34.49.442	00.34.47.613	00.34.49.613	Beside him, SOMEONE texts on her cell.
3050_MR_POPPERS_PENGUINS_00.34.49.542-00.34.51.710	00.34.49.542	00.34.51.710	00.34.49.542	00.34.51.710	and SOMEONE gives a disappointed look.
3050_MR_POPPERS_PENGUINS_00.34.51.785-00.34.54.153	00.34.51.785	00.34.54.153	00.34.51.785	00.34.54.153	The penguins find a pigeon amid them.
3050_MR_POPPERS_PENGUINS_00.34.54.253-00.34.57.795	00.34.54.253	00.34.57.795	00.34.54.253	00.34.57.795	It flies off, and Captain watches, its flippers flapping.
3050_MR_POPPERS_PENGUINS_00.34.57.895-00.34.59.070	00.34.57.895	00.34.59.070	00.34.57.483	00.34.59.483	SOMEONE meets the penguins gaze.
3050_MR_POPPERS_PENGUINS_00.34.59.170-00.35.02.548	00.34.59.170	00.35.02.548	00.34.59.170	00.35.02.548	Captain flaps again.
3050_MR_POPPERS_PENGUINS_00.35.12.849-00.35.14.212	00.35.12.849	00.35.14.212	00.35.12.531	00.35.14.531	Captain looks down.
3050_MR_POPPERS_PENGUINS_00.35.15.387-00.35.18.028	00.35.15.387	00.35.18.028	00.35.15.387	00.35.18.028	SOMEONE catches the ball.
3050_MR_POPPERS_PENGUINS_00.35.18.891-00.35.22.417	00.35.18.891	00.35.22.417	00.35.18.891	00.35.22.417	He tosses it back, then joins SOMEONE.
3050_MR_POPPERS_PENGUINS_00.35.22.517-00.35.25.340	00.35.22.517	00.35.25.340	00.35.22.517	00.35.25.340	The penguins follow.
3050_MR_POPPERS_PENGUINS_00.35.29.369-00.35.30.817	00.35.29.369	00.35.30.817	00.35.29.093	00.35.31.093	SOMEONE passes the ball.
3050_MR_POPPERS_PENGUINS_00.35.30.917-00.35.33.929	00.35.30.917	00.35.33.929	00.35.30.917	00.35.33.929	As SOMEONE kicks it back.
3050_MR_POPPERS_PENGUINS_00.35.33.955-00.35.40.302	00.35.33.955	00.35.40.302	00.35.33.955	00.35.40.302	the penguins play with them.
3050_MR_POPPERS_PENGUINS_00.35.44.636-00.35.49.524	00.35.44.636	00.35.49.524	00.35.44.636	00.35.49.524	The ball rolls over to SOMEONE.
3050_MR_POPPERS_PENGUINS_00.35.52.652-00.35.57.782	00.35.52.652	00.35.57.782	00.35.52.652	00.35.57.782	He mimes texting.
3050_MR_POPPERS_PENGUINS_00.35.57.882-00.35.58.601	00.35.57.882	00.35.58.601	00.35.57.242	00.35.59.242	SOMEONE rolls her eyes.
3050_MR_POPPERS_PENGUINS_00.36.01.194-00.36.02.564	00.36.01.194	00.36.02.564	00.36.00.879	00.36.02.879	She stands.
3050_MR_POPPERS_PENGUINS_00.36.06.229-00.36.07.554	00.36.06.229	00.36.07.554	00.36.05.892	00.36.07.892	SOMEONE kicks the ball and it smashes SOMEONE's face.
3050_MR_POPPERS_PENGUINS_00.36.07.654-00.36.09.212	00.36.07.654	00.36.09.212	00.36.07.433	00.36.09.433	SOMEONE falls back.
3050_MR_POPPERS_PENGUINS_00.36.09.312-00.36.13.478	00.36.09.312	00.36.13.478	00.36.09.312	00.36.13.478	The penguins imitate him.
3050_MR_POPPERS_PENGUINS_00.36.14.223-00.36.15.378	00.36.14.223	00.36.15.378	00.36.13.801	00.36.15.801	Later, tissue hangs from SOMEONE's nostril.
3050_MR_POPPERS_PENGUINS_00.36.15.478-00.36.17.972	00.36.15.478	00.36.17.972	00.36.15.478	00.36.17.972	as he watches a family board an elevator.
3050_MR_POPPERS_PENGUINS_00.36.24.642-00.36.27.543	00.36.24.642	00.36.27.543	00.36.24.642	00.36.27.543	SOMEONE smiles.
3050_MR_POPPERS_PENGUINS_00.36.34.214-00.36.35.785	00.36.34.214	00.36.35.785	00.36.34.000	00.36.36.000	He gives SOMEONE more cash.
3050_MR_POPPERS_PENGUINS_00.36.35.885-00.36.41.938	00.36.35.885	00.36.41.938	00.36.35.885	00.36.41.938	Nimrod bumps into a wall, then waddles off alone.
3050_MR_POPPERS_PENGUINS_00.36.42.038-00.36.44.474	00.36.42.038	00.36.44.474	00.36.42.038	00.36.44.474	SOMEONE counts his cash.
3050_MR_POPPERS_PENGUINS_00.36.44.574-00.36.49.080	00.36.44.574	00.36.49.080	00.36.44.574	00.36.49.080	Later, under blankets, the family watches SOMEONE get blown across a snowy cabin.
3050_MR_POPPERS_PENGUINS_00.36.49.180-00.36.53.209	00.36.49.180	00.36.53.209	00.36.49.180	00.36.53.209	SOMEONE enters with a penguin in her hands.
3050_MR_POPPERS_PENGUINS_00.37.03.774-00.37.06.117	00.37.03.774	00.37.06.117	00.37.03.774	00.37.06.117	Smiling, SOMEONE sits.
3050_MR_POPPERS_PENGUINS_00.37.06.417-00.37.10.131	00.37.06.417	00.37.10.131	00.37.06.417	00.37.10.131	She watches the SOMEONE movie.
3050_MR_POPPERS_PENGUINS_00.37.10.231-00.37.12.369	00.37.10.231	00.37.12.369	00.37.10.231	00.37.12.369	then grins at her ex-husband.
3050_MR_POPPERS_PENGUINS_00.37.39.458-00.37.43.243	00.37.39.458	00.37.43.243	00.37.39.458	00.37.43.243	SOMEONE steps around the couch and SOMEONE follows.
3050_MR_POPPERS_PENGUINS_00.37.43.343-00.37.45.707	00.37.43.343	00.37.45.707	00.37.43.343	00.37.45.707	She gives SOMEONE a kiss.
3050_MR_POPPERS_PENGUINS_00.37.46.381-00.37.48.945	00.37.46.381	00.37.48.945	00.37.46.381	00.37.48.945	She hugs SOMEONE.
3050_MR_POPPERS_PENGUINS_00.37.49.045-00.37.53.780	00.37.49.045	00.37.53.780	00.37.49.045	00.37.53.780	As she turns to SOMEONE, they almost kiss, but hug instead.
3050_MR_POPPERS_PENGUINS_00.37.58.867-00.38.02.106	00.37.58.867	00.38.02.106	00.37.58.867	00.38.02.106	He watches her step out.
3050_MR_POPPERS_PENGUINS_00.38.02.206-00.38.04.572	00.38.02.206	00.38.04.572	00.38.02.206	00.38.04.572	The kids notice their father's lingering gaze.
3050_MR_POPPERS_PENGUINS_00.38.09.766-00.38.14.203	00.38.09.766	00.38.14.203	00.38.09.766	00.38.14.203	SOMEONE stands awkwardly.
3050_MR_POPPERS_PENGUINS_00.38.20.205-00.38.25.294	00.38.20.205	00.38.25.294	00.38.20.205	00.38.25.294	Now the penguins sleep on SOMEONE's bed.
3050_MR_POPPERS_PENGUINS_00.38.25.394-00.38.27.410	00.38.25.394	00.38.27.410	00.38.25.394	00.38.27.410	SOMEONE eyes them, brushing his teeth.
3050_MR_POPPERS_PENGUINS_00.38.27.510-00.38.28.932	00.38.27.510	00.38.28.932	00.38.27.221	00.38.29.221	He wears a thick vest and gloves.
3050_MR_POPPERS_PENGUINS_00.38.29.032-00.38.38.533	00.38.29.032	00.38.38.533	00.38.29.032	00.38.38.533	Now on his cell.
3050_MR_POPPERS_PENGUINS_00.38.40.552-00.38.56.530	00.38.40.552	00.38.56.530	00.38.40.552	00.38.56.530	With an older woman.
3050_MR_POPPERS_PENGUINS_00.38.56.630-00.39.02.916	00.38.56.630	00.39.02.916	00.38.56.630	00.39.02.916	He leads her to the penguins who watch SOMEONE.
3050_MR_POPPERS_PENGUINS_00.39.03.016-00.39.10.426	00.39.03.016	00.39.10.426	00.39.03.016	00.39.10.426	The babysitter stares, then faces him plainly.
3050_MR_POPPERS_PENGUINS_00.39.12.539-00.39.16.712	00.39.12.539	00.39.16.712	00.39.12.539	00.39.16.712	Nighttime. SOMEONE steps outside in a tuxedo and waves to hail a cab.
3050_MR_POPPERS_PENGUINS_00.39.16.812-00.39.20.476	00.39.16.812	00.39.20.476	00.39.16.812	00.39.20.476	He drops his arm to his side, checks his watch, then marches off.
3050_MR_POPPERS_PENGUINS_00.39.20.576-00.39.27.731	00.39.20.576	00.39.27.731	00.39.20.576	00.39.27.731	Crossing a row of street vendors he notices a five foot tall stuffed penguin standing at the end.
3050_MR_POPPERS_PENGUINS_00.39.29.375-00.39.33.224	00.39.29.375	00.39.33.224	00.39.29.375	00.39.33.224	SOMEONE reaches into his jacket and takes out his cell phone.
3050_MR_POPPERS_PENGUINS_00.39.44.410-00.39.47.124	00.39.44.410	00.39.47.124	00.39.44.410	00.39.47.124	The babysitter sits on a remote control.
3050_MR_POPPERS_PENGUINS_00.39.47.224-00.39.48.801	00.39.47.224	00.39.48.801	00.39.47.013	00.39.49.013	and the channel changes to a show featuring a sea lion.
3050_MR_POPPERS_PENGUINS_00.39.48.901-00.39.55.954	00.39.48.901	00.39.55.954	00.39.48.901	00.39.55.954	Frightened, the penguins charge the babysitter.
3050_MR_POPPERS_PENGUINS_00.39.56.054-00.40.03.000	00.39.56.054	00.40.03.000	00.39.56.054	00.40.03.000	who runs out of the apartment leaving the front door open.
3050_MR_POPPERS_PENGUINS_00.40.03.428-00.40.05.291	00.40.03.428	00.40.05.291	00.40.03.360	00.40.05.360	One penguin holds the door for the others as they leave.
3050_MR_POPPERS_PENGUINS_00.40.05.391-00.40.07.606	00.40.05.391	00.40.07.606	00.40.05.391	00.40.07.606	Nimrod bumps into the dresser on his way out.
3050_MR_POPPERS_PENGUINS_00.40.07.706-00.40.18.184	00.40.07.706	00.40.18.184	00.40.07.706	00.40.18.184	In the lobby, Kent faces SOMEONE.
3050_MR_POPPERS_PENGUINS_00.40.18.284-00.40.25.153	00.40.18.284	00.40.25.153	00.40.18.284	00.40.25.153	SOMEONE sees the penguins leaving the elevator.
3050_MR_POPPERS_PENGUINS_00.40.29.799-00.40.33.822	00.40.29.799	00.40.33.822	00.40.29.799	00.40.33.822	Outside the penguins cross a wet sidewalk bordered by mounds of snow.
3050_MR_POPPERS_PENGUINS_00.40.33.922-00.40.40.527	00.40.33.922	00.40.40.527	00.40.33.922	00.40.40.527	They reach the curb, then hop onto the street and march off in single file.
3050_MR_POPPERS_PENGUINS_00.40.40.627-00.40.44.047	00.40.40.627	00.40.44.047	00.40.40.627	00.40.44.047	Now taxis drive past the Guggenheim, a white cylindrical building reminiscent of a beehive.
3050_MR_POPPERS_PENGUINS_00.40.44.147-00.40.53.129	00.40.44.147	00.40.53.129	00.40.44.147	00.40.53.129	Elegant guests gather inside the multitiered rotunda where SOMEONE hands SOMEONE a bottle of Champaign.
3050_MR_POPPERS_PENGUINS_00.40.57.365-00.40.58.925	00.40.57.365	00.40.58.925	00.40.57.145	00.40.59.145	She smiles in her elegant lavender gown.
3050_MR_POPPERS_PENGUINS_00.40.59.025-00.41.03.968	00.40.59.025	00.41.03.968	00.40.59.025	00.41.03.968	Meanwhile, the penguins pass the row of street vendors.
3050_MR_POPPERS_PENGUINS_00.41.04.068-00.41.08.797	00.41.04.068	00.41.08.797	00.41.04.068	00.41.08.797	Lovey slows to a stop on spotting the giant stuffed penguin.
3050_MR_POPPERS_PENGUINS_00.41.08.897-00.41.09.386	00.41.08.897	00.41.09.386	00.41.08.142	00.41.10.142	He bows.
3050_MR_POPPERS_PENGUINS_00.41.09.486-00.41.12.265	00.41.09.486	00.41.12.265	00.41.09.486	00.41.12.265	The white-chested penguin bears a black SOMEONE over his heart.
3050_MR_POPPERS_PENGUINS_00.41.13.432-00.41.15.999	00.41.13.432	00.41.15.999	00.41.13.432	00.41.15.999	As the penguin swoons, another approaches.
3050_MR_POPPERS_PENGUINS_00.41.17.734-00.41.19.051	00.41.17.734	00.41.19.051	00.41.17.393	00.41.19.393	Lovey follows the penguin off.
3050_MR_POPPERS_PENGUINS_00.41.19.151-00.41.26.012	00.41.19.151	00.41.26.012	00.41.19.151	00.41.26.012	With their flippers up, the line of penguins walks past the Metropolitan Museum of Art.
3050_MR_POPPERS_PENGUINS_00.41.26.112-00.41.37.296	00.41.26.112	00.41.37.296	00.41.26.112	00.41.37.296	At the Guggenheim.
3050_MR_POPPERS_PENGUINS_00.41.37.396-00.41.41.789	00.41.37.396	00.41.41.789	00.41.37.396	00.41.41.789	a server brings Champaign.
3050_MR_POPPERS_PENGUINS_00.41.41.889-00.41.42.882	00.41.41.889	00.41.42.882	00.41.41.386	00.41.43.386	The server leaves.
3050_MR_POPPERS_PENGUINS_00.41.42.982-00.41.46.948	00.41.42.982	00.41.46.948	00.41.42.982	00.41.46.948	SOMEONE unwraps his bottle and pops the cork.
3050_MR_POPPERS_PENGUINS_00.41.47.048-00.41.47.833	00.41.47.048	00.41.47.833	00.41.46.441	00.41.48.441	As an old man yawns.
3050_MR_POPPERS_PENGUINS_00.41.47.933-00.41.51.296	00.41.47.933	00.41.51.296	00.41.47.933	00.41.51.296	SOMEONE casually catches the cork before it enters his mouth.
3050_MR_POPPERS_PENGUINS_00.41.58.439-00.42.07.013	00.41.58.439	00.42.07.013	00.41.58.439	00.42.07.013	SOMEONE watches SOMEONE go, then leans back on a railing next to a white-haired man.
3050_MR_POPPERS_PENGUINS_00.42.09.613-00.42.13.459	00.42.09.613	00.42.13.459	00.42.09.613	00.42.13.459	Sipping form a bottle, SOMEONE eyes the man.
3050_MR_POPPERS_PENGUINS_00.42.13.659-00.42.15.962	00.42.13.659	00.42.15.962	00.42.13.659	00.42.15.962	He holds the bottle as if pouring it into his ear, and spits Champaign.
3050_MR_POPPERS_PENGUINS_00.42.16.062-00.42.16.675	00.42.16.062	00.42.16.675	00.42.15.369	00.42.17.369	He tosses the bottle in a trash can.
3050_MR_POPPERS_PENGUINS_00.42.18.124-00.42.19.856	00.42.18.124	00.42.19.856	00.42.17.990	00.42.19.990	He heads off.
3050_MR_POPPERS_PENGUINS_00.42.19.956-00.42.29.061	00.42.19.956	00.42.29.061	00.42.19.956	00.42.29.061	Outside, Captain sniffs around, leading the group down a sidewalk en route to the Guggenheim.
3050_MR_POPPERS_PENGUINS_00.42.29.161-00.42.35.547	00.42.29.161	00.42.35.547	00.42.29.161	00.42.35.547	Inside, our view roves up the museum's spiraling tiers.
3050_MR_POPPERS_PENGUINS_00.42.35.647-00.42.43.265	00.42.35.647	00.42.43.265	00.42.35.647	00.42.43.265	SOMEONE and SOMEONE stand before a painting of a large black dot.
3050_MR_POPPERS_PENGUINS_00.42.53.058-00.42.58.054	00.42.53.058	00.42.58.054	00.42.53.058	00.42.58.054	SOMEONE spots the penguins on a lower tier across the rotunda.
3050_MR_POPPERS_PENGUINS_00.42.58.154-00.43.01.440	00.42.58.154	00.43.01.440	00.42.58.154	00.43.01.440	They spot him too.
3050_MR_POPPERS_PENGUINS_00.43.01.540-00.43.11.375	00.43.01.540	00.43.11.375	00.43.01.540	00.43.11.375	As they head up the spiral SOMEONE watches them over her shoulder.
3050_MR_POPPERS_PENGUINS_00.43.16.827-00.43.23.620	00.43.16.827	00.43.23.620	00.43.16.827	00.43.23.620	He escorts her to an elevator.
3050_MR_POPPERS_PENGUINS_00.43.23.720-00.43.26.570	00.43.23.720	00.43.26.570	00.43.23.720	00.43.26.570	The penguins catch up.
3050_MR_POPPERS_PENGUINS_00.43.26.670-00.43.32.267	00.43.26.670	00.43.32.267	00.43.26.670	00.43.32.267	SOMEONE and SOMEONE step onboard and the elevator doors shut the penguins out.
3050_MR_POPPERS_PENGUINS_00.43.32.367-00.43.35.702	00.43.32.367	00.43.35.702	00.43.32.367	00.43.35.702	As Captain leads the group back down the spiral.
3050_MR_POPPERS_PENGUINS_00.43.35.802-00.43.38.042	00.43.35.802	00.43.38.042	00.43.35.802	00.43.38.042	he collides with a server's white barrel, spilling water onto the smooth floor.
3050_MR_POPPERS_PENGUINS_00.43.39.777-00.43.49.068	00.43.39.777	00.43.49.068	00.43.39.777	00.43.49.068	The penguins dive on their bellies, using the wet floor to slide down the long, sloping, continuous spiral.
3050_MR_POPPERS_PENGUINS_00.43.49.168-00.43.50.165	00.43.49.168	00.43.50.165	00.43.48.667	00.43.50.667	A man steps out of their way.
3050_MR_POPPERS_PENGUINS_00.43.50.265-00.43.52.454	00.43.50.265	00.43.52.454	00.43.50.265	00.43.52.454	Dancing with SOMEONE, SOMEONE looks up.
3050_MR_POPPERS_PENGUINS_00.43.52.554-00.43.54.402	00.43.52.554	00.43.54.402	00.43.52.478	00.43.54.478	SOMEONE does the same.
3050_MR_POPPERS_PENGUINS_00.43.55.173-00.43.59.314	00.43.55.173	00.43.59.314	00.43.55.173	00.43.59.314	On their way down, the penguins trip a couple and rip off a woman's dress.
3050_MR_POPPERS_PENGUINS_00.43.59.414-00.44.02.908	00.43.59.414	00.44.02.908	00.43.59.414	00.44.02.908	More patrons jump out of their way.
3050_MR_POPPERS_PENGUINS_00.44.03.008-00.44.04.376	00.44.03.008	00.44.04.376	00.44.02.692	00.44.04.692	SOMEONE looks over SOMEONE shoulder.
3050_MR_POPPERS_PENGUINS_00.44.04.476-00.44.06.671	00.44.04.476	00.44.06.671	00.44.04.476	00.44.06.671	As a man tips over the railing, his date catches his leg.
3050_MR_POPPERS_PENGUINS_00.44.08.873-00.44.11.887	00.44.08.873	00.44.11.887	00.44.08.873	00.44.11.887	SOMEONE waves his hands in her face.
3050_MR_POPPERS_PENGUINS_00.44.11.987-00.44.14.031	00.44.11.987	00.44.14.031	00.44.11.987	00.44.14.031	Captain trips another server.
3050_MR_POPPERS_PENGUINS_00.44.14.131-00.44.19.536	00.44.14.131	00.44.19.536	00.44.14.131	00.44.19.536	Spotting an elderly man with a walker, the penguin tucks in its flippers and shoots between his legs.
